0,0,0,600
0,900,0,1250
0,1550,0,1900
0,2200,0,2300
0,2300,1800,2300
1800,2300,1800,500
1800,500,500,500
500,500,500,0
500,0,0,0
600,900,600,1800
600,1800,880,1800
880,1800,880,900
880,900,600,900
